"User_ID","Pages_Viewed","Time_Spent_Minutes","Conversion"
435,11,386,"Yes"
972,312,987,"No"
518,144,326,"No"
960,55,896,"Yes"
142,66,557,"Yes"
418,206,150,"Yes"
267,28,336,"No"
779,241,300,"Yes"
133,473,362,"Yes"
880,242,339,"No"
562,441,521,"No"
748,468,776,"Yes"
621,252,692,"Yes"
170,285,266,"Yes"
591,137,885,"Yes"
562,405,244,"No"
886,394,233,"No"
534,203,387,"No"
54,464,52,"No"
691,320,203,"Yes"
158,330,10,"No"
444,94,574,"No"
587,454,861,"No"
805,291,113,"No"
886,412,219,"No"
425,408,321,"No"
653,190,350,"Yes"
380,352,130,"Yes"
422,249,277,"Yes"
583,342,444,"Yes"
371,452,296,"No"
8,118,165,"No"
258,101,852,"Yes"
923,446,469,"No"
115,26,734,"Yes"
994,440,625,"No"
292,87,916,"Yes"
435,317,915,"Yes"
809,365,245,"Yes"
630,296,879,"Yes"
877,53,781,"No"
637,3,334,"No"
770,256,828,"No"
651,250,939,"Yes"
230,349,632,"No"
472,364,728,"No"
386,320,484,"Yes"
154,488,878,"No"
419,460,66,"Yes"
376,280,318,"No"
230,294,490,"No"
344,157,992,"Yes"
343,232,30,"No"
242,328,382,"Yes"
8,146,270,"Yes"
69,343,151,"No"
89,442,806,"No"
216,4,396,"No"
149,269,673,"No"
14,340,780,"No"
976,377,134,"No"
170,387,975,"No"
286,380,133,"Yes"
103,171,725,"No"
622,88,689,"Yes"
705,287,379,"No"
795,28,490,"Yes"
418,70,997,"No"
25,5,573,"Yes"
605,378,733,"Yes"
799,345,356,"Yes"
928,190,875,"Yes"
177,346,72,"Yes"
69,435,473,"No"
387,258,219,"Yes"
595,211,636,"Yes"
71,231,202,"No"
306,252,296,"No"
469,17,999,"No"
131,226,415,"Yes"
10,477,128,"No"
926,454,500,"Yes"
468,28,257,"Yes"
579,91,70,"No"
230,261,100,"No"
37,367,398,"Yes"
811,221,817,"No"
472,375,233,"No"
914,181,451,"Yes"
589,247,355,"Yes"
568,144,442,"No"
714,478,57,"No"
204,12,898,"No"
679,409,28,"No"
603,130,594,"Yes"
368,80,830,"No"
369,337,697,"Yes"
22,330,523,"Yes"
74,238,829,"Yes"
38,346,730,"No"
547,178,575,"No"
659,19,816,"Yes"
422,18,41,"No"
620,333,103,"No"
534,164,625,"No"
358,477,25,"Yes"
192,414,222,"No"
57,268,507,"Yes"
661,157,105,"Yes"
660,382,719,"No"
383,145,755,"No"
688,174,950,"Yes"
816,67,844,"No"
795,243,40,"No"
454,35,802,"No"
754,409,510,"Yes"
202,372,946,"Yes"
20,47,944,"Yes"
93,41,481,"No"
320,62,309,"No"
327,387,917,"No"
541,321,710,"Yes"
474,446,281,"Yes"
301,322,830,"No"
520,21,35,"No"
618,23,395,"No"
926,262,939,"Yes"
891,376,335,"Yes"
938,491,670,"Yes"
930,24,264,"No"
936,224,243,"No"
602,344,742,"No"
521,375,235,"No"
539,420,116,"No"
906,121,636,"No"
801,131,99,"Yes"
903,392,978,"Yes"
641,234,737,"No"
206,207,251,"Yes"
976,49,420,"Yes"
459,96,553,"No"
77,57,769,"Yes"
411,67,258,"Yes"
655,438,11,"No"
805,343,504,"No"
321,78,916,"Yes"
786,377,47,"No"
88,26,971,"Yes"
696,372,554,"No"
330,480,141,"No"
47,350,28,"No"
777,12,256,"No"
455,285,560,"No"
341,66,402,"Yes"
389,467,22,"No"
901,348,111,"No"
79,479,375,"No"
248,390,735,"Yes"
507,311,341,"No"
645,301,171,"No"
326,101,899,"Yes"
547,425,336,"Yes"
28,74,153,"Yes"
266,179,260,"No"
366,466,156,"Yes"
591,24,930,"No"
946,230,463,"Yes"
606,76,893,"Yes"
565,224,425,"Yes"
85,343,36,"No"
731,65,223,"No"
752,137,489,"Yes"
305,42,659,"No"
516,347,40,"Yes"
567,365,259,"Yes"
88,451,863,"No"
912,292,894,"No"
872,188,86,"No"
747,219,835,"Yes"
803,435,455,"Yes"
271,499,256,"No"
311,361,672,"No"
614,357,251,"No"
384,146,136,"Yes"
620,423,938,"No"
969,41,968,"Yes"
318,412,59,"Yes"
155,41,424,"Yes"
131,380,355,"Yes"
367,243,576,"Yes"
236,318,235,"No"
181,462,206,"No"
354,108,342,"No"
926,132,997,"No"
941,205,44,"No"
283,434,455,"No"
295,224,455,"Yes"
461,223,203,"Yes"
819,337,380,"No"
496,9,310,"No"
512,198,164,"No"
727,228,575,"No"
365,1,591,"Yes"
161,385,518,"Yes"
316,340,843,"Yes"
530,481,223,"Yes"
964,268,514,"Yes"
545,243,156,"Yes"
581,171,699,"No"
344,190,832,"No"
559,16,703,"Yes"
93,261,68,"Yes"
207,202,200,"No"
827,470,862,"Yes"
216,397,701,"Yes"
941,199,9,"Yes"
867,490,461,"Yes"
604,415,914,"Yes"
31,202,291,"No"
100,23,996,"Yes"
445,153,337,"Yes"
159,442,592,"Yes"
650,284,657,"Yes"
750,427,21,"No"
137,370,347,"No"
135,443,946,"Yes"
28,306,955,"No"
242,409,580,"No"
416,77,233,"Yes"
376,413,491,"Yes"
811,103,82,"No"
694,155,516,"No"
744,72,296,"No"
720,313,738,"Yes"
642,43,272,"No"
133,223,807,"Yes"
35,193,766,"Yes"
79,13,760,"Yes"
633,352,234,"Yes"
144,2,718,"No"
210,165,892,"Yes"
472,45,41,"No"
482,285,58,"No"
27,461,623,"Yes"
102,138,58,"Yes"
598,142,83,"Yes"
788,142,97,"Yes"
943,298,462,"No"
987,154,937,"Yes"
427,451,962,"Yes"
105,280,389,"Yes"
958,245,261,"Yes"
495,435,243,"Yes"
111,460,604,"No"
427,269,222,"No"
848,143,817,"Yes"
829,455,70,"No"
525,151,811,"Yes"
844,32,776,"Yes"
652,326,931,"No"
600,176,175,"Yes"
746,445,878,"No"
6,295,115,"Yes"
591,463,991,"Yes"
885,208,85,"No"
263,289,853,"No"
204,443,714,"No"
564,158,551,"Yes"
118,350,257,"Yes"
130,488,303,"No"
272,176,850,"No"
780,439,49,"No"
302,226,565,"Yes"
269,23,598,"No"
380,328,12,"No"
513,219,991,"Yes"
978,363,590,"No"
355,475,368,"No"
410,313,222,"No"
760,404,491,"Yes"
781,131,687,"Yes"
927,480,799,"No"
205,266,774,"Yes"
876,88,375,"Yes"
90,476,410,"No"
473,299,885,"No"
402,254,473,"No"
745,299,342,"No"
104,11,320,"Yes"
160,100,255,"Yes"
913,244,569,"No"
332,69,229,"Yes"
250,20,621,"No"
254,303,475,"No"
25,424,914,"Yes"
680,288,143,"No"
942,196,99,"Yes"
302,268,759,"Yes"
108,82,921,"No"
529,372,660,"Yes"
590,69,30,"Yes"
841,98,645,"No"
712,271,37,"Yes"
661,417,513,"No"
925,188,906,"Yes"
362,50,740,"Yes"
486,246,860,"Yes"
539,168,701,"No"
961,240,888,"No"
974,460,368,"Yes"
676,93,460,"No"
317,218,605,"Yes"
610,481,347,"Yes"
750,178,750,"Yes"
885,156,870,"Yes"
711,412,54,"Yes"
793,82,648,"No"
285,284,127,"No"
722,141,388,"Yes"
783,459,442,"No"
261,360,83,"No"
927,471,680,"Yes"
840,210,877,"Yes"
692,397,826,"Yes"
793,82,140,"Yes"
871,143,949,"Yes"
130,440,713,"No"
275,135,145,"No"
350,3,141,"Yes"
475,84,522,"No"
839,274,656,"Yes"
916,202,657,"Yes"
173,270,800,"Yes"
218,278,261,"No"
997,388,268,"Yes"
576,97,282,"Yes"
236,395,219,"Yes"
67,314,445,"No"
764,497,40,"Yes"
427,44,856,"Yes"
748,28,767,"Yes"
459,94,917,"Yes"
248,35,87,"Yes"
74,344,173,"No"
448,463,262,"Yes"
760,361,950,"Yes"
954,247,351,"Yes"
258,446,905,"Yes"
734,25,158,"Yes"
905,6,177,"Yes"
223,488,247,"Yes"
906,395,322,"No"
586,77,320,"No"
880,335,92,"Yes"
444,217,252,"No"
633,344,542,"No"
870,353,332,"Yes"
317,95,389,"Yes"
336,194,660,"No"
70,72,212,"Yes"
658,395,829,"No"
973,158,553,"No"
663,277,441,"Yes"
105,157,398,"Yes"
575,302,847,"Yes"
234,460,552,"Yes"
208,37,740,"Yes"
182,177,932,"Yes"
99,57,988,"Yes"
796,342,50,"No"
613,200,208,"Yes"
159,171,17,"No"
904,298,582,"Yes"
766,179,441,"No"
646,445,515,"Yes"
972,228,932,"No"
329,158,807,"No"
36,228,124,"No"
431,249,43,"No"
336,295,652,"No"
908,52,803,"No"
456,486,305,"No"
61,483,950,"Yes"
284,255,489,"No"
234,265,143,"Yes"
206,299,406,"Yes"
966,274,715,"Yes"
784,99,629,"Yes"
542,27,110,"No"
934,498,289,"Yes"
93,363,346,"Yes"
667,457,289,"Yes"
266,384,798,"No"
94,338,141,"Yes"
735,338,833,"Yes"
838,215,12,"Yes"
448,457,344,"Yes"
144,384,990,"Yes"
656,236,572,"No"
485,138,588,"No"
533,104,206,"No"
915,160,177,"No"
643,128,458,"No"
949,94,27,"Yes"
584,126,814,"No"
404,236,428,"Yes"
21,459,249,"No"
372,319,373,"Yes"
606,413,62,"No"
216,386,184,"No"
819,226,441,"Yes"
123,389,118,"Yes"
460,229,366,"Yes"
955,118,283,"Yes"
899,135,822,"No"
65,336,776,"No"
744,463,31,"Yes"
260,90,175,"Yes"
316,38,307,"No"
100,131,288,"Yes"
224,230,761,"Yes"
105,426,936,"Yes"
771,376,584,"No"
554,112,523,"Yes"
459,102,178,"No"
550,97,566,"Yes"
988,314,119,"Yes"
681,72,345,"No"
594,314,679,"Yes"
388,238,175,"Yes"
436,167,454,"Yes"
755,401,645,"No"
677,457,998,"No"
72,280,559,"No"
164,467,938,"Yes"
442,464,833,"Yes"
464,480,762,"Yes"
966,243,416,"No"
517,453,791,"No"
718,282,750,"Yes"
117,205,49,"Yes"
667,290,908,"Yes"
230,280,799,"Yes"
640,365,916,"Yes"
422,272,284,"Yes"
857,185,917,"Yes"
450,1,837,"No"
445,20,694,"Yes"
636,294,544,"No"
929,307,612,"No"
550,128,568,"No"
523,348,414,"No"
712,241,91,"Yes"
511,119,193,"Yes"
408,202,783,"No"
832,85,87,"Yes"
388,400,136,"Yes"
764,312,952,"No"
910,26,511,"No"
134,332,479,"Yes"
923,402,238,"Yes"
291,269,71,"Yes"
356,406,544,"No"
564,36,725,"No"
511,166,85,"No"
904,422,156,"No"
786,265,136,"Yes"
270,446,694,"Yes"
154,96,292,"Yes"
527,93,941,"Yes"
933,439,335,"Yes"
275,455,485,"No"
265,41,522,"Yes"
993,376,542,"Yes"
684,73,189,"No"
949,79,932,"No"
799,355,267,"No"
324,353,356,"No"
935,156,28,"Yes"
149,377,851,"Yes"
570,148,763,"No"
600,157,474,"Yes"
273,138,975,"No"
730,98,852,"No"
12,28,450,"Yes"
721,234,586,"No"
710,459,54,"Yes"
852,332,318,"Yes"
146,330,674,"No"
564,53,835,"Yes"
13,31,823,"No"
648,422,48,"Yes"
523,118,37,"No"
484,29,707,"Yes"
113,234,793,"Yes"
384,466,197,"Yes"
653,384,278,"Yes"
439,471,503,"No"
947,37,114,"No"
522,485,98,"No"
253,243,179,"No"
431,115,813,"No"
897,366,387,"Yes"
274,220,623,"No"
973,209,841,"No"
786,33,634,"No"
199,86,647,"No"
784,362,304,"No"
628,102,404,"No"
542,22,261,"Yes"
447,471,734,"Yes"
563,235,895,"Yes"
686,118,642,"Yes"
971,437,905,"Yes"
947,82,148,"Yes"
67,274,192,"No"
615,201,466,"No"
391,185,268,"Yes"
627,493,616,"No"
868,438,797,"Yes"
839,314,346,"No"
535,313,226,"No"
948,38,964,"No"
617,149,708,"Yes"
95,126,583,"Yes"
612,443,710,"Yes"
615,259,859,"Yes"
423,258,355,"Yes"
648,257,541,"No"
790,499,22,"Yes"
622,69,656,"No"
840,217,95,"Yes"
698,189,789,"Yes"
477,399,932,"Yes"
211,124,414,"Yes"
526,127,133,"Yes"
996,380,771,"Yes"
293,478,918,"Yes"
177,105,315,"No"
152,153,998,"No"
908,73,748,"No"
229,172,145,"Yes"
41,458,408,"No"
313,98,203,"Yes"
739,78,952,"No"
358,379,521,"No"
157,286,511,"No"
986,120,113,"No"
110,221,89,"Yes"
473,29,40,"No"
112,306,852,"No"
49,365,472,"No"
543,114,461,"Yes"
172,222,337,"Yes"
15,221,902,"No"
199,496,777,"Yes"
551,28,994,"No"
658,88,950,"No"
13,154,104,"Yes"
641,305,187,"No"
805,155,335,"No"
31,257,862,"Yes"
948,79,517,"Yes"
102,226,739,"Yes"
975,215,88,"Yes"
145,359,185,"No"
619,2,475,"No"
829,31,722,"Yes"
455,179,512,"Yes"
269,324,991,"No"
140,371,825,"No"
179,334,763,"No"
957,206,819,"Yes"
978,269,831,"No"
182,296,163,"No"
92,57,851,"Yes"
982,461,254,"Yes"
943,14,881,"Yes"
856,275,34,"Yes"
465,399,876,"Yes"
3,189,968,"Yes"
540,188,629,"No"
2,45,665,"No"
351,125,904,"Yes"
481,268,745,"No"
338,324,883,"Yes"
111,18,850,"No"
383,122,979,"No"
130,177,5,"No"
611,461,458,"No"
589,20,693,"No"
273,321,76,"No"
418,58,535,"Yes"
750,268,823,"Yes"
647,265,668,"No"
147,425,68,"No"
81,39,365,"No"
243,69,602,"Yes"
975,372,883,"No"
673,444,182,"Yes"
444,311,413,"Yes"
782,462,194,"No"
512,417,996,"Yes"
379,479,62,"No"
66,471,971,"No"
910,489,996,"Yes"
662,117,102,"No"
85,106,754,"Yes"
291,453,420,"Yes"
57,35,678,"Yes"
82,219,934,"No"
626,84,647,"Yes"
786,213,727,"No"
381,301,990,"No"
484,332,408,"No"
164,93,672,"No"
50,80,544,"Yes"
71,453,861,"No"
823,426,116,"No"
576,76,718,"Yes"
934,383,674,"No"
327,234,148,"No"
699,497,186,"Yes"
350,247,519,"No"
797,445,845,"No"
375,454,421,"No"
372,48,464,"Yes"
171,85,967,"No"
111,189,755,"Yes"
165,382,683,"No"
880,142,608,"No"
683,341,934,"Yes"
46,283,477,"Yes"
218,371,64,"No"
59,496,149,"No"
846,427,388,"No"
33,117,775,"No"
917,50,470,"No"
941,373,830,"No"
472,200,767,"Yes"
42,60,862,"Yes"
62,131,608,"Yes"
583,307,38,"No"
866,477,85,"No"
514,469,256,"Yes"
698,300,27,"No"
301,5,305,"Yes"
368,133,411,"No"
640,452,924,"Yes"
256,365,369,"No"
57,97,490,"Yes"
346,116,349,"No"
738,386,260,"Yes"
352,409,657,"No"
732,400,198,"Yes"
248,143,546,"No"
935,284,915,"Yes"
190,66,199,"No"
686,222,787,"No"
833,102,705,"No"
595,139,284,"No"
790,278,986,"No"
833,317,783,"Yes"
525,389,359,"Yes"
196,387,980,"No"
384,119,209,"No"
70,228,707,"Yes"
613,238,423,"No"
518,33,66,"No"
232,209,670,"No"
259,12,241,"No"
66,109,344,"Yes"
732,450,347,"Yes"
118,236,886,"No"
159,52,444,"No"
188,482,453,"Yes"
221,246,2,"No"
348,227,836,"No"
432,78,405,"Yes"
100,456,546,"Yes"
296,431,282,"Yes"
836,378,625,"No"
228,110,836,"Yes"
775,391,418,"No"
989,330,446,"No"
532,195,643,"Yes"
904,270,686,"Yes"
59,21,587,"No"
875,264,785,"Yes"
819,82,143,"Yes"
179,310,733,"Yes"
681,128,519,"No"
937,414,914,"No"
272,321,800,"Yes"
417,257,438,"Yes"
459,485,382,"Yes"
346,326,471,"No"
571,461,749,"Yes"
393,418,807,"No"
23,448,585,"No"
389,401,948,"No"
582,320,389,"Yes"
662,230,726,"No"
575,410,81,"No"
273,178,852,"No"
484,257,12,"No"
750,114,770,"Yes"
592,162,48,"No"
893,98,315,"Yes"
958,47,251,"Yes"
167,363,140,"No"
488,387,412,"No"
753,31,170,"Yes"
823,332,357,"No"
751,413,689,"Yes"
987,256,652,"Yes"
288,135,646,"No"
832,226,45,"Yes"
840,33,672,"No"
573,308,907,"No"
252,299,873,"Yes"
581,55,341,"No"
71,368,319,"No"
840,86,961,"Yes"
979,245,22,"Yes"
883,119,467,"Yes"
314,140,793,"Yes"
471,20,164,"Yes"
95,373,918,"No"
518,414,845,"No"
874,205,719,"Yes"
840,131,244,"Yes"
983,225,898,"Yes"
339,326,99,"No"
202,244,448,"Yes"
609,67,271,"Yes"
568,207,509,"No"
910,67,55,"Yes"
348,34,491,"No"
308,32,729,"Yes"
619,292,827,"No"
680,498,829,"Yes"
741,235,413,"Yes"
426,223,148,"Yes"
786,470,851,"No"
182,431,975,"Yes"
956,288,776,"Yes"
866,455,34,"No"
994,12,12,"Yes"
405,289,944,"Yes"
632,329,510,"No"
849,461,607,"No"
28,355,111,"No"
202,374,100,"No"
576,116,516,"No"
200,446,181,"Yes"
256,184,188,"Yes"
509,358,125,"No"
43,378,318,"Yes"
938,59,922,"No"
700,425,243,"No"
317,147,72,"Yes"
618,71,706,"No"
753,116,375,"No"
587,181,301,"Yes"
349,55,540,"Yes"
464,324,842,"Yes"
923,83,228,"No"
485,17,920,"No"
518,371,451,"No"
109,276,154,"Yes"
385,161,237,"Yes"
910,352,409,"Yes"
37,103,569,"No"
652,36,635,"No"
283,216,30,"No"
533,382,541,"No"
33,373,845,"No"
131,146,590,"No"
670,335,643,"No"
925,159,20,"Yes"
927,297,863,"Yes"
514,427,879,"No"
637,402,52,"Yes"
480,209,929,"Yes"
784,64,603,"Yes"
62,404,94,"No"
516,395,30,"Yes"
223,194,986,"Yes"
490,88,774,"Yes"
899,177,508,"No"
252,283,390,"Yes"
464,303,292,"Yes"
63,209,580,"No"
744,95,839,"Yes"
365,201,948,"No"
978,348,534,"Yes"
617,302,996,"Yes"
794,153,337,"Yes"
87,55,962,"No"
772,464,11,"Yes"
349,185,979,"No"
923,51,228,"Yes"
504,132,444,"No"
591,468,74,"No"
338,400,511,"No"
622,26,253,"No"
557,368,888,"Yes"
325,71,823,"No"
659,8,745,"Yes"
789,96,639,"Yes"
511,218,738,"No"
969,340,644,"Yes"
191,248,495,"No"
220,496,625,"Yes"
406,251,964,"Yes"
180,431,669,"Yes"
617,470,538,"Yes"
592,223,845,"No"
211,497,742,"Yes"
374,88,378,"Yes"
375,356,94,"Yes"
104,497,524,"Yes"
944,328,761,"No"
288,61,896,"Yes"
2,417,998,"Yes"
469,212,678,"No"
31,455,289,"No"
694,167,205,"Yes"
735,55,179,"No"
408,270,664,"Yes"
110,88,302,"No"
877,147,33,"No"
994,454,43,"No"
353,62,13,"Yes"
295,261,653,"No"
659,14,130,"Yes"
173,3,405,"Yes"
383,451,83,"Yes"
634,180,948,"No"
291,237,771,"Yes"
48,441,423,"Yes"
15,440,999,"Yes"
342,133,899,"Yes"
900,25,936,"No"
78,164,460,"No"
378,456,257,"Yes"
543,240,301,"Yes"
565,497,497,"Yes"
438,457,945,"Yes"
931,456,284,"No"
980,283,264,"Yes"
967,408,796,"Yes"
240,54,857,"Yes"
536,124,191,"No"
284,425,325,"Yes"
707,424,499,"No"
144,355,536,"Yes"
266,238,995,"Yes"
783,451,753,"No"
493,181,63,"Yes"
335,217,108,"Yes"
263,145,186,"Yes"
804,60,686,"Yes"
862,64,685,"Yes"
924,39,695,"No"
777,395,104,"Yes"
834,31,917,"Yes"
878,374,907,"Yes"
927,419,475,"No"
636,300,725,"No"
253,498,254,"Yes"
654,291,791,"No"
728,285,833,"No"
833,500,357,"No"
461,136,579,"No"
697,126,29,"No"
229,308,102,"Yes"
867,145,8,"No"
399,53,408,"No"
588,31,66,"No"
136,496,649,"No"
773,88,281,"No"
214,240,937,"Yes"
527,395,481,"Yes"
606,354,967,"Yes"
186,163,873,"Yes"
788,205,39,"No"
918,71,72,"Yes"
955,393,489,"Yes"
897,469,121,"No"
687,312,933,"Yes"
118,182,61,"Yes"
602,99,827,"Yes"
546,188,249,"No"
540,351,491,"Yes"
332,126,633,"No"
168,423,689,"Yes"
300,257,724,"Yes"
891,439,566,"No"
599,471,479,"Yes"
901,496,973,"Yes"
108,141,552,"No"
75,55,888,"No"
473,437,808,"No"
575,439,454,"No"
695,426,473,"No"
367,475,607,"Yes"
325,133,829,"No"
229,283,639,"Yes"
409,321,364,"No"
88,228,590,"Yes"
777,7,178,"Yes"
219,19,737,"No"
47,154,431,"No"
311,53,300,"No"
522,486,44,"No"
567,71,673,"Yes"
372,143,554,"No"
102,289,653,"No"
677,235,364,"Yes"
400,276,489,"No"
290,435,697,"Yes"
18,374,207,"No"
208,416,317,"Yes"
926,203,747,"No"
756,388,205,"No"
527,369,175,"Yes"
347,460,726,"Yes"
887,152,379,"Yes"
457,225,88,"Yes"
322,399,149,"Yes"
556,101,408,"Yes"
223,271,973,"Yes"
283,460,476,"No"
661,293,717,"Yes"
196,244,830,"No"
781,446,665,"Yes"
375,316,834,"Yes"
387,494,813,"Yes"
830,118,412,"No"
693,366,726,"No"
160,245,363,"Yes"
682,41,767,"Yes"
253,120,334,"No"
89,221,948,"Yes"
99,123,846,"No"
773,451,162,"Yes"
164,225,15,"Yes"
702,48,94,"No"
111,403,98,"Yes"
116,489,740,"No"
448,250,722,"Yes"
945,362,90,"No"
720,307,629,"No"
510,57,244,"Yes"
645,97,691,"No"
860,168,149,"No"
475,355,543,"No"
832,484,277,"No"
58,448,814,"No"
592,139,771,"No"
828,123,210,"No"
328,182,658,"Yes"
687,135,165,"No"
726,25,421,"Yes"
440,153,63,"Yes"
888,69,97,"Yes"
191,160,686,"Yes"
185,339,509,"No"
423,253,820,"Yes"
795,237,595,"No"
143,373,81,"No"
808,376,518,"No"
884,365,767,"No"
554,24,129,"Yes"
446,182,331,"Yes"
296,470,628,"No"
286,121,909,"Yes"
868,396,514,"Yes"
209,241,280,"Yes"
877,231,47,"Yes"
480,110,661,"Yes"
69,287,912,"No"
286,300,552,"No"
521,114,840,"Yes"
605,290,484,"Yes"
591,199,696,"No"
571,217,604,"No"
307,364,361,"No"
449,271,323,"No"
159,152,257,"Yes"
636,219,264,"No"
598,127,330,"No"
946,131,881,"No"
219,226,870,"Yes"
980,292,129,"No"
131,122,464,"No"
958,457,243,"Yes"
104,50,818,"No"
133,38,467,"Yes"
247,44,945,"Yes"
587,175,106,"No"
673,288,528,"Yes"
10,180,318,"Yes"
785,122,832,"Yes"
568,366,503,"No"
36,143,324,"No"
88,407,742,"No"
354,297,35,"Yes"
465,132,559,"No"
184,348,987,"No"
691,371,512,"Yes"
163,292,119,"No"
151,443,91,"No"
710,285,612,"Yes"
539,479,427,"Yes"
807,260,878,"Yes"
534,441,634,"No"
959,77,489,"Yes"
284,88,510,"Yes"
103,46,324,"No"
360,55,506,"Yes"
6,261,87,"Yes"
617,299,272,"No"
358,465,313,"Yes"
390,87,522,"No"
399,450,603,"No"
319,321,723,"No"
311,218,361,"Yes"
343,30,10,"Yes"
582,132,955,"No"
285,439,16,"Yes"
269,56,999,"Yes"
52,274,501,"No"
183,19,32,"No"
758,110,892,"Yes"
431,350,85,"Yes"
343,313,940,"Yes"
814,94,350,"No"
541,259,76,"No"
735,110,84,"No"
233,269,813,"No"
100,31,419,"Yes"
945,41,922,"Yes"
418,380,206,"No"
319,320,997,"No"
170,29,231,"No"
217,37,495,"Yes"
593,198,597,"No"
44,452,361,"Yes"
176,205,209,"Yes"
150,13,266,"Yes"
301,259,700,"No"
846,158,421,"No"
764,368,246,"No"
97,153,393,"Yes"
455,421,273,"No"
470,114,826,"Yes"
962,44,45,"No"
96,36,302,"No"
530,388,283,"No"
224,225,86,"Yes"
580,486,224,"No"
304,207,3,"Yes"
14,35,579,"No"
134,327,316,"Yes"
821,242,664,"Yes"
151,115,462,"No"
900,249,844,"Yes"
722,374,465,"Yes"
417,485,302,"No"
822,214,659,"No"
597,52,476,"Yes"
590,224,825,"Yes"
257,479,72,"Yes"
526,396,381,"Yes"
61,175,348,"Yes"
99,425,848,"No"
687,495,324,"Yes"
816,83,299,"Yes"
599,189,946,"No"
547,355,336,"Yes"
581,229,840,"Yes"
511,431,130,"No"
349,390,716,"Yes"
550,18,282,"No"
203,57,444,"No"
326,435,346,"No"
36,498,91,"Yes"
270,84,447,"No"
441,88,379,"Yes"
371,171,486,"Yes"
479,189,581,"No"
273,332,944,"Yes"
617,299,167,"No"
97,319,393,"No"
980,443,79,"No"
345,449,208,"No"
896,286,439,"No"
977,272,539,"Yes"
827,58,323,"Yes"
865,55,997,"Yes"
878,248,531,"Yes"
767,488,737,"Yes"
420,230,770,"Yes"
324,77,667,"No"
129,30,599,"Yes"
721,456,914,"Yes"
961,255,312,"Yes"
689,119,849,"Yes"
384,68,134,"Yes"
575,263,943,"No"
272,170,329,"Yes"
360,447,725,"No"
44,285,454,"No"
296,72,70,"Yes"
814,42,466,"Yes"
869,339,104,"Yes"
92,206,913,"No"
80,131,311,"No"
217,269,588,"No"
148,388,337,"Yes"
626,323,258,"No"
622,25,605,"No"
344,155,833,"No"
227,362,759,"No"
85,42,816,"Yes"
687,342,849,"No"
944,78,73,"No"
92,8,659,"Yes"
862,217,431,"No"
1,144,700,"No"
153,464,137,"No"
136,185,488,"Yes"
688,139,631,"Yes"
216,495,58,"Yes"
592,26,565,"No"
918,3,216,"No"
160,184,809,"No"
198,184,235,"No"
367,295,450,"No"
625,79,930,"Yes"
979,392,922,"No"
985,492,773,"No"
646,415,179,"Yes"
874,141,666,"No"
210,104,698,"No"
644,130,255,"No"
644,153,289,"No"
947,430,50,"No"
606,459,274,"Yes"
852,343,978,"Yes"
664,440,794,"No"
478,389,103,"Yes"
253,243,659,"Yes"
29,344,627,"Yes"
325,327,293,"No"
16,376,788,"No"
265,220,878,"Yes"
582,441,793,"Yes"
544,142,873,"Yes"
535,115,765,"Yes"
417,296,963,"No"
457,259,375,"No"
960,424,641,"Yes"
635,139,682,"No"
509,10,81,"No"
205,165,510,"Yes"
378,300,67,"Yes"
728,432,698,"Yes"
635,4,961,"Yes"
579,288,776,"No"
403,118,413,"No"
968,57,581,"No"
564,438,988,"Yes"
913,215,58,"Yes"
289,209,866,"No"
720,389,262,"No"
684,258,970,"No"
901,412,417,"Yes"
443,59,38,"Yes"
278,148,13,"No"
180,87,106,"Yes"
973,10,375,"No"
437,61,540,"No"
767,236,73,"Yes"
778,64,927,"Yes"
940,210,242,"Yes"
309,386,373,"No"
488,489,511,"No"
179,283,249,"Yes"
719,89,949,"Yes"
912,226,581,"No"
237,131,330,"No"
256,57,901,"Yes"
842,4,415,"Yes"
370,255,831,"No"
728,190,117,"No"
605,287,114,"No"
508,431,460,"No"
62,142,348,"No"
338,222,973,"No"
820,213,295,"No"
633,147,99,"Yes"
106,14,168,"Yes"
243,365,900,"Yes"
531,449,523,"Yes"
691,4,260,"Yes"
484,322,222,"Yes"
462,413,255,"No"
621,485,885,"No"
426,457,205,"No"
214,124,790,"Yes"
498,319,949,"Yes"
990,471,857,"No"
829,338,416,"No"
417,195,911,"No"
920,339,540,"Yes"
294,483,976,"Yes"
82,82,34,"Yes"
283,389,724,"No"
810,5,206,"No"
63,442,492,"Yes"
503,4,142,"No"
786,281,830,"No"
712,462,237,"Yes"
644,500,76,"Yes"
871,476,496,"Yes"
677,305,838,"No"
783,193,129,"Yes"
437,282,197,"Yes"
978,100,35,"No"
31,155,256,"No"
942,217,740,"Yes"
206,379,239,"No"
6,64,813,"Yes"
70,289,171,"Yes"
593,316,358,"No"
302,21,791,"No"
286,406,930,"Yes"
799,162,270,"Yes"
866,261,375,"No"
408,75,448,"No"
495,123,5,"No"
18,217,35,"Yes"
671,359,970,"Yes"
837,250,55,"Yes"
338,463,515,"No"
697,312,584,"No"
950,431,420,"Yes"
711,379,404,"Yes"
269,19,777,"No"
799,32,926,"No"
633,488,400,"Yes"
758,191,837,"No"
212,479,879,"No"
409,110,157,"No"
833,166,837,"No"
840,355,652,"No"
177,180,414,"Yes"
266,484,34,"Yes"
49,339,911,"No"
296,439,205,"No"
899,93,692,"Yes"
904,91,710,"Yes"
870,5,133,"No"
